tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.5992	-	-	CUFF.5992	-	-	ENSMEUT00000009074	69-1205	ENSMEUT00000009074:69-1205	-	12.0101	4.89449	18.5991	OK	5.706159706
CUFF.7350	-	-	CUFF.7350	-	-	ENSMEUT00000011086	1068-2192	ENSMEUT00000011086:1068-2192	-	12.1678	4.94675	18.7976	OK	5.781085092
CUFF.4766	-	-	CUFF.4766	-	-	ENSMEUT00000007320	9848-11063	ENSMEUT00000007320:9848-11063	-	12.1726	5.4915	18.305	OK	5.783365637
CUFF.7055	-	-	CUFF.7055	-	-	ENSMEUT00000010725	843-1916	ENSMEUT00000010725:843-1916	-	12.887	5.18187	19.6911	OK	6.122786665
CUFF.5783	-	-	CUFF.5783	-	-	ENSMEUT00000008763	1703-2766	ENSMEUT00000008763:1703-2766	-	13.0381	5.23062	19.8763	OK	6.194576303
CUFF.5110	-	-	CUFF.5110	-	-	ENSMEUT00000007815	828-2735	ENSMEUT00000007815:828-2735	-	13.1065	7.58069	18.077	OK	6.227074061
CUFF.6519	-	-	CUFF.6519	-	-	ENSMEUT00000009937	1053-2281	ENSMEUT00000009937:1053-2281	-	13.1096	5.43337	19.9223	OK	6.228546913
CUFF.1890	-	-	CUFF.1890	-	-	ENSMEUT00000002842	4058-5200	ENSMEUT00000002842:4058-5200	-	13.1261	5.84253	19.4751	OK	6.236386284
CUFF.7472	-	-	CUFF.7472	-	-	ENSMEUT00000011256	131-1270	ENSMEUT00000011256:131-1270	-	13.1685	5.85792	19.5264	OK	6.256531093
CUFF.5394	-	-	CUFF.5394	-	-	ENSMEUT00000008235	361-1558	ENSMEUT00000008235:361-1558	-	13.5213	5.57408	21.3673	OK	6.424151108
CUFF.1097	-	-	CUFF.1097	-	-	ENSMEUT00000001655	96-1505	ENSMEUT00000001655:96-1505	-	13.913	7.1031	20.5201	OK	6.610253036
CUFF.4232	-	-	CUFF.4232	-	-	ENSMEUT00000006410	1430-2669	ENSMEUT00000006410:1430-2669	-	14.0502	6.28265	21.5405	OK	6.675438597
