tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.4485	-	-	CUFF.4485	-	-	ENSMUST00000075767	1036-1995	ENSMUST00000075767:1036-1995	-	1.22912	0.6053	1.8159	OK	0.414061923
CUFF.19583	-	-	CUFF.19583	-	-	ENSMUST00000060655	175-1038	ENSMUST00000060655:175-1038	-	1.408	0.672634	2.08516	OK	0.474322432
CUFF.3586	-	-	CUFF.3586	-	-	ENSMUST00000107452	161-886	ENSMUST00000107452:161-886	-	1.44665	0.640533	2.00167	OK	0.487342718
CUFF.24971	-	-	CUFF.24971	-	-	ENSMUST00000168499	806-1490	ENSMUST00000168499:806-1490	-	1.44928	0.509196	2.29138	OK	0.488228704
CUFF.18488	-	-	CUFF.18488	-	-	ENSMUST00000115562	564-1645	ENSMUST00000115562:564-1645	-	1.45511	0.805481	2.04055	OK	0.490192695
CUFF.15706	-	-	CUFF.15706	-	-	ENSMUST00000100054	3537-4138	ENSMUST00000100054:3537-4138	-	1.45982	0.482931	2.31807	OK	0.491779384
CUFF.12926	-	-	CUFF.12926	-	-	ENSMUST00000015486	79-989	ENSMUST00000015486:79-989	-	1.47865	0.701683	2.23263	OK	0.498122773
CUFF.25302	-	-	CUFF.25302	-	-	ENSMUST00000077093	1941-2574	ENSMUST00000077093:1941-2574	-	1.4862	0.550221	2.10918	OK	0.500666193
CUFF.18546	-	-	CUFF.18546	-	-	ENSMUST00000037049	500-1129	ENSMUST00000037049:500-1129	-	1.50017	0.55372	2.12259	OK	0.50537236
CUFF.21738	-	-	CUFF.21738	-	-	ENSMUST00000112696	572-1234	ENSMUST00000112696:572-1234	-	1.51879	0.526118	2.36753	OK	0.511645005
CUFF.29728	-	-	CUFF.29728	-	-	ENSMUST00000053666	166-900	ENSMUST00000053666:166-900	-	1.5315	0.632679	2.29346	OK	0.515926708
CUFF.14440	-	-	CUFF.14440	-	-	ENSMUST00000164647	927-1506	ENSMUST00000164647:927-1506	-	1.54532	0.501281	2.40615	OK	0.520582345
CUFF.19772	-	-	CUFF.19772	-	-	ENSMUST00000061757	516-1535	ENSMUST00000061757:516-1535	-	1.56572	0.854489	2.16471	OK	0.52745463
CUFF.21114	-	-	CUFF.21114	-	-	ENSMUST00000151622	949-2300	ENSMUST00000151622:949-2300	-	1.568	0.945272	2.14835	OK	0.528222709
