tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.402	-	-	CUFF.402	-	-	ENSSTOT00000029219	104-1249	ENSSTOT00000029219:104-1249	-	2.53263	1.03396	3.96353	OK	1.16004691
CUFF.4619	-	-	CUFF.4619	-	-	ENSSTOT00000027973	92-1246	ENSSTOT00000027973:92-1246	-	2.71752	1.19688	4.1036	OK	1.244734003
CUFF.2170	-	-	CUFF.2170	-	-	ENSSTOT00000009830	2622-3521	ENSSTOT00000009830:2622-3521	-	2.86416	1.09741	4.60914	OK	1.311901051
CUFF.5172	-	-	CUFF.5172	-	-	ENSSTOT00000005641	888-1797	ENSSTOT00000005641:888-1797	-	3.1055	1.30241	4.7755	OK	1.422444526
CUFF.5966	-	-	CUFF.5966	-	-	ENSSTOT00000008709	292-1136	ENSSTOT00000008709:292-1136	-	3.11267	1.16893	4.9095	OK	1.425728675
CUFF.1237	-	-	CUFF.1237	-	-	ENSSTOT00000000313	290-1381	ENSSTOT00000000313:290-1381	-	3.13586	1.44686	4.70228	OK	1.436350633
CUFF.2961	-	-	CUFF.2961	-	-	ENSSTOT00000019375	1188-2648	ENSSTOT00000019375:1188-2648	-	3.15727	1.75691	4.45986	OK	1.446157278
CUFF.680	-	-	CUFF.680	-	-	ENSSTOT00000013970	789-1805	ENSSTOT00000013970:789-1805	-	3.18286	1.55366	4.85519	OK	1.457878533
CUFF.9678	-	-	CUFF.9678	-	-	ENSSTOT00000003084	1350-2180	ENSSTOT00000003084:1350-2180	-	3.18296	1.18864	4.99231	OK	1.457924337
CUFF.8132	-	-	CUFF.8132	-	-	ENSSTOT00000020703	2311-3445	ENSSTOT00000020703:2311-3445	-	3.20348	1.56599	4.69798	OK	1.467323326
CUFF.1013	-	-	CUFF.1013	-	-	ENSSTOT00000002743	171-1176	ENSSTOT00000002743:171-1176	-	3.2269	1.57067	4.90833	OK	1.478050633
CUFF.8968	-	-	CUFF.8968	-	-	ENSSTOT00000006249	408-1350	ENSSTOT00000006249:408-1350	-	3.23507	1.25678	5.02713	OK	1.481792823
CUFF.7026	-	-	CUFF.7026	-	-	ENSSTOT00000022821	93-1457	ENSSTOT00000022821:93-1457	-	3.24894	1.73591	4.62909	OK	1.488145844
CUFF.10680	-	-	CUFF.10680	-	-	ENSSTOT00000003268	3062-3873	ENSSTOT00000003268:3062-3873	-	3.2836	1.21649	5.10927	OK	1.504021525
CUFF.12122	-	-	CUFF.12122	-	-	ENSSTOT00000029904	3211-4141	ENSSTOT00000029904:3211-4141	-	3.28899	1.273	5.092	OK	1.506490362
CUFF.5962	-	-	CUFF.5962	-	-	ENSSTOT00000020987	3722-4591	ENSSTOT00000020987:3722-4591	-	3.29402	1.36236	5.22238	OK	1.508794306
CUFF.3527	-	-	CUFF.3527	-	-	ENSSTOT00000008966	1105-1973	ENSSTOT00000008966:1105-1973	-	3.29903	1.36393	5.22839	OK	1.511089088
CUFF.12293	-	-	CUFF.12293	-	-	ENSSTOT00000027396	285-1152	ENSSTOT00000027396:285-1152	-	3.30405	1.3655	5.23442	OK	1.513388451
CUFF.11736	-	-	CUFF.11736	-	-	ENSSTOT00000006942	597-1757	ENSSTOT00000006942:597-1757	-	3.32351	1.70099	4.93287	OK	1.522301918
CUFF.2902	-	-	CUFF.2902	-	-	ENSSTOT00000029272	406-1269	ENSSTOT00000029272:406-1269	-	3.32429	1.37183	5.25868	OK	1.522659189
CUFF.40	-	-	CUFF.40	-	-	ENSSTOT00000028241	590-1689	ENSSTOT00000028241:590-1689	-	3.32961	1.61586	5.02713	OK	1.525095964
CUFF.6312	-	-	CUFF.6312	-	-	ENSSTOT00000022987	3561-4651	ENSSTOT00000022987:3561-4651	-	3.36367	1.62921	5.06864	OK	1.540696821
CUFF.10176	-	-	CUFF.10176	-	-	ENSSTOT00000006885	45-892	ENSSTOT00000006885:45-892	-	3.40781	1.39774	5.35802	OK	1.560914725
CUFF.9620	-	-	CUFF.9620	-	-	ENSSTOT00000009766	282-1128	ENSSTOT00000009766:282-1128	-	3.41316	1.3994	5.36436	OK	1.563365241
CUFF.4425	-	-	CUFF.4425	-	-	ENSSTOT00000003951	3639-4424	ENSSTOT00000003951:3639-4424	-	3.4321	1.25678	5.52985	OK	1.572040527
CUFF.7956	-	-	CUFF.7956	-	-	ENSSTOT00000003145	29-982	ENSSTOT00000003145:29-982	-	3.45277	1.65637	5.17615	OK	1.581508222
CUFF.5526	-	-	CUFF.5526	-	-	ENSSTOT00000029515	74-853	ENSSTOT00000029515:74-853	-	3.4683	1.26646	5.57244	OK	1.58862159
CUFF.714	-	-	CUFF.714	-	-	ENSSTOT00000006612	313-1262	ENSSTOT00000006612:313-1262	-	3.47146	1.66335	5.19797	OK	1.590068998
CUFF.12033	-	-	CUFF.12033	-	-	ENSSTOT00000002616	2960-4078	ENSSTOT00000002616:2960-4078	-	3.47726	1.76489	5.11819	OK	1.592725632
CUFF.3683	-	-	CUFF.3683	-	-	ENSSTOT00000002453	470-1529	ENSSTOT00000002453:470-1529	-	3.4865	1.6769	5.21702	OK	1.596957926
CUFF.137	-	-	CUFF.137	-	-	ENSSTOT00000027537	194-1414	ENSSTOT00000027537:194-1414	-	3.51682	1.77907	5.17547	OK	1.610845711
CUFF.7636	-	-	CUFF.7636	-	-	ENSSTOT00000010941	1899-2726	ENSSTOT00000010941:1899-2726	-	3.51829	1.43155	5.4876	OK	1.611519031
CUFF.11080	-	-	CUFF.11080	-	-	ENSSTOT00000010026	196-1023	ENSSTOT00000010026:196-1023	-	3.51829	1.43155	5.4876	OK	1.611519031
CUFF.12523	-	-	CUFF.12523	-	-	ENSSTOT00000020184	43-1206	ENSSTOT00000020184:43-1206	-	3.52012	1.86626	5.08981	OK	1.612357245
CUFF.3938	-	-	CUFF.3938	-	-	ENSSTOT00000015840	713-1651	ENSSTOT00000015840:713-1651	-	3.52392	1.68286	5.25893	OK	1.614097798
CUFF.9148	-	-	CUFF.9148	-	-	ENSSTOT00000006033	15-1120	ENSSTOT00000006033:15-1120	-	3.52777	1.78566	5.1784	OK	1.615861254
CUFF.5765	-	-	CUFF.5765	-	-	ENSSTOT00000003111	323-1812	ENSSTOT00000003111:323-1812	-	3.54853	1.98773	5.03557	OK	1.625370173
