tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.13043	-	-	CUFF.13043	-	-	ENSGALT00000015853	1-1234	ENSGALT00000015853:1-1234	-	0.3524	0.146177	0.555474	OK	0.230563011
CUFF.11767	-	-	CUFF.11767	-	-	ENSGALT00000004568	1308-2635	ENSGALT00000004568:1308-2635	-	0.451839	0.217316	0.679114	OK	0.295622475
CUFF.14595	-	-	CUFF.14595	-	-	ENSGALT00000027257	1047-2147	ENSGALT00000027257:1047-2147	-	0.486081	0.196622	0.753718	OK	0.318025819
CUFF.4287	-	-	CUFF.4287	-	-	ENSGALT00000042626	7-1084	ENSGALT00000042626:7-1084	-	0.498977	0.200821	0.769814	OK	0.326463222
CUFF.9717	-	-	CUFF.9717	-	-	ENSGALT00000014344	0-1221	ENSGALT00000014344:0-1221	-	0.499217	0.236183	0.738071	OK	0.326620245
CUFF.3682	-	-	CUFF.3682	-	-	ENSGALT00000017416	3126-4253	ENSGALT00000017416:3126-4253	-	0.511082	0.223897	0.767646	OK	0.3343831
CUFF.13717	-	-	CUFF.13717	-	-	ENSGALT00000020949	473-1383	ENSGALT00000020949:473-1383	-	0.515029	0.198062	0.831862	OK	0.336965485
CUFF.1212	-	-	CUFF.1212	-	-	ENSGALT00000002330	78-1254	ENSGALT00000002330:78-1254	-	0.522474	0.24522	0.796966	OK	0.341836488
CUFF.11056	-	-	CUFF.11056	-	-	ENSGALT00000017983	212-1242	ENSGALT00000017983:212-1242	-	0.527581	0.209985	0.839939	OK	0.34517782
CUFF.2364	-	-	CUFF.2364	-	-	ENSGALT00000007176	2145-3082	ENSGALT00000007176:2145-3082	-	0.545489	0.230826	0.846363	OK	0.356894399
CUFF.7145	-	-	CUFF.7145	-	-	ENSGALT00000006223	1892-3025	ENSGALT00000006223:1892-3025	-	0.546817	0.254527	0.827212	OK	0.357763263
CUFF.8482	-	-	CUFF.8482	-	-	ENSGALT00000043928	1831-2993	ENSGALT00000043928:1831-2993	-	0.568027	0.279197	0.83759	OK	0.371640225
CUFF.6976	-	-	CUFF.6976	-	-	ENSGALT00000025070	1703-2600	ENSGALT00000025070:1703-2600	-	0.577253	0.24112	0.884105	OK	0.377676474
CUFF.14438	-	-	CUFF.14438	-	-	ENSGALT00000026856	167-1187	ENSGALT00000026856:167-1187	-	0.578602	0.282724	0.883514	OK	0.378559078
CUFF.6891	-	-	CUFF.6891	-	-	ENSGALT00000025135	1380-2265	ENSGALT00000025135:1380-2265	-	0.587517	0.244389	0.896093	OK	0.384391851
CUFF.3548	-	-	CUFF.3548	-	-	ENSGALT00000038571	0-1007	ENSGALT00000038571:0-1007	-	0.588041	0.286374	0.89492	OK	0.384734686
CUFF.5182	-	-	CUFF.5182	-	-	ENSGALT00000004580	11-1134	ENSGALT00000004580:11-1134	-	0.592293	0.288893	0.866678	OK	0.387516621
CUFF.11225	-	-	CUFF.11225	-	-	ENSGALT00000018603	2255-3313	ENSGALT00000018603:2255-3313	-	0.595185	0.27257	0.885852	OK	0.389408755
CUFF.12106	-	-	CUFF.12106	-	-	ENSGALT00000025536	22-1136	ENSGALT00000025536:22-1136	-	0.598191	0.291227	0.87368	OK	0.391375476
CUFF.12852	-	-	CUFF.12852	-	-	ENSGALT00000012857	1834-2765	ENSGALT00000012857:1834-2765	-	0.600031	0.232314	0.929256	OK	0.392579324
CUFF.10571	-	-	CUFF.10571	-	-	ENSGALT00000016234	1476-2406	ENSGALT00000016234:1476-2406	-	0.600865	0.232564	0.930255	OK	0.393124981
CUFF.4681	-	-	CUFF.4681	-	-	ENSGALT00000012958	711-1518	ENSGALT00000012958:711-1518	-	0.6039	0.223342	0.982704	OK	0.395110676
CUFF.14622	-	-	CUFF.14622	-	-	ENSGALT00000027302	1556-2363	ENSGALT00000027302:1556-2363	-	0.6039	0.223342	0.982704	OK	0.395110676
CUFF.1276	-	-	CUFF.1276	-	-	ENSGALT00000003789	7702-8684	ENSGALT00000003789:7702-8684	-	0.607086	0.293665	0.917703	OK	0.397195164
CUFF.14964	-	-	CUFF.14964	-	-	ENSGALT00000001192	794-1953	ENSGALT00000001192:794-1953	-	0.607811	0.311021	0.901962	OK	0.397669506
CUFF.15357	-	-	CUFF.15357	-	-	ENSGALT00000042971	0-802	ENSGALT00000042971:0-802	-	0.609001	0.224734	0.988831	OK	0.398448082
CUFF.6789	-	-	CUFF.6789	-	-	ENSGALT00000009806	67-1337	ENSGALT00000009806:67-1337	-	0.612177	0.312221	0.90828	OK	0.400526028
CUFF.13847	-	-	CUFF.13847	-	-	ENSGALT00000021626	122-1088	ENSGALT00000021626:122-1088	-	0.619936	0.298529	0.932903	OK	0.40560247
CUFF.7823	-	-	CUFF.7823	-	-	ENSGALT00000041073	1322-2286	ENSGALT00000041073:1322-2286	-	0.621581	0.299148	0.934838	OK	0.406678736
CUFF.7648	-	-	CUFF.7648	-	-	ENSGALT00000004041	545-1334	ENSGALT00000004041:545-1334	-	0.622677	0.228437	1.00512	OK	0.407395811
CUFF.13814	-	-	CUFF.13814	-	-	ENSGALT00000021310	1-847	ENSGALT00000021310:1-847	-	0.623549	0.255655	0.980011	OK	0.40796633
CUFF.6340	-	-	CUFF.6340	-	-	ENSGALT00000020613	473-1315	ENSGALT00000020613:473-1315	-	0.627496	0.25687	0.984667	OK	0.410548714
CUFF.14336	-	-	CUFF.14336	-	-	ENSGALT00000026178	761-1544	ENSGALT00000026178:761-1544	-	0.629198	0.230188	1.01283	OK	0.411662273
CUFF.6119	-	-	CUFF.6119	-	-	ENSGALT00000032817	258-1270	ENSGALT00000032817:258-1270	-	0.629327	0.284959	0.961738	OK	0.411746673
CUFF.1722	-	-	CUFF.1722	-	-	ENSGALT00000015312	957-1739	ENSGALT00000015312:957-1739	-	0.630298	0.230482	1.01412	OK	0.412381965
CUFF.10942	-	-	CUFF.10942	-	-	ENSGALT00000039368	3-841	ENSGALT00000039368:3-841	-	0.631494	0.258096	0.989367	OK	0.413164466
CUFF.2183	-	-	CUFF.2183	-	-	ENSGALT00000001342	166-1057	ENSGALT00000001342:166-1057	-	0.63528	0.242743	0.970973	OK	0.415641513
CUFF.5469	-	-	CUFF.5469	-	-	ENSGALT00000032856	2564-3498	ENSGALT00000032856:2564-3498	-	0.64734	0.308757	0.964865	OK	0.42353195
CUFF.6446	-	-	CUFF.6446	-	-	ENSGALT00000017711	1037-2026	ENSGALT00000017711:1037-2026	-	0.64791	0.291586	0.984104	OK	0.423904881
CUFF.8906	-	-	CUFF.8906	-	-	ENSGALT00000004266	3536-5137	ENSGALT00000004266:3536-5137	-	0.64791	0.382764	0.900621	OK	0.423904881
CUFF.13162	-	-	CUFF.13162	-	-	ENSGALT00000024735	0-982	ENSGALT00000024735:0-982	-	0.653785	0.293665	0.991119	OK	0.427748689
CUFF.2458	-	-	CUFF.2458	-	-	ENSGALT00000019982	47-1403	ENSGALT00000019982:47-1403	-	0.660606	0.37217	0.930426	OK	0.432211431
CUFF.10332	-	-	CUFF.10332	-	-	ENSGALT00000031934	9-763	ENSGALT00000031934:9-763	-	0.662745	0.239041	1.05178	OK	0.433610904
CUFF.2013	-	-	CUFF.2013	-	-	ENSGALT00000017025	230-1091	ENSGALT00000017025:230-1091	-	0.66456	0.251201	1.0048	OK	0.434798395
CUFF.14820	-	-	CUFF.14820	-	-	ENSGALT00000027658	6833-7745	ENSGALT00000027658:6833-7745	-	0.66763	0.316205	0.988141	OK	0.436806988
CUFF.10895	-	-	CUFF.10895	-	-	ENSGALT00000003058	238-1149	ENSGALT00000003058:238-1149	-	0.668582	0.316552	0.989225	OK	0.437429849
CUFF.12271	-	-	CUFF.12271	-	-	ENSGALT00000021306	1118-1919	ENSGALT00000021306:1118-1919	-	0.671035	0.270018	1.03507	OK	0.439034761
CUFF.13656	-	-	CUFF.13656	-	-	ENSGALT00000026233	62-862	ENSGALT00000026233:62-862	-	0.672172	0.270355	1.03636	OK	0.43977866
CUFF.783	-	-	CUFF.783	-	-	ENSGALT00000007565	1498-2405	ENSGALT00000007565:1498-2405	-	0.67242	0.317948	0.993588	OK	0.439940918
CUFF.4120	-	-	CUFF.4120	-	-	ENSGALT00000037649	678-1959	ENSGALT00000037649:678-1959	-	0.67321	0.36582	0.956761	OK	0.440457788
CUFF.12108	-	-	CUFF.12108	-	-	ENSGALT00000025536	1848-2647	ENSGALT00000025536:1848-2647	-	0.673314	0.270694	1.03766	OK	0.440525831
CUFF.14757	-	-	CUFF.14757	-	-	ENSGALT00000027553	820-1725	ENSGALT00000027553:820-1725	-	0.674355	0.318651	0.995784	OK	0.441206921
CUFF.15135	-	-	CUFF.15135	-	-	ENSGALT00000014247	286-1026	ENSGALT00000014247:286-1026	-	0.680255	0.243563	1.07168	OK	0.445067085
CUFF.14547	-	-	CUFF.14547	-	-	ENSGALT00000043071	42-781	ENSGALT00000043071:42-781	-	0.681541	0.243893	1.07313	OK	0.44590847
CUFF.9744	-	-	CUFF.9744	-	-	ENSGALT00000010035	890-1680	ENSGALT00000010035:890-1680	-	0.683763	0.273778	1.04948	OK	0.447362247
CUFF.14833	-	-	CUFF.14833	-	-	ENSGALT00000027676	1240-2134	ENSGALT00000027676:1240-2134	-	0.685201	0.322572	1.00804	OK	0.44830308
CUFF.13015	-	-	CUFF.13015	-	-	ENSGALT00000015515	32-925	ENSGALT00000015515:32-925	-	0.686205	0.322933	1.00916	OK	0.448959962
CUFF.1994	-	-	CUFF.1994	-	-	ENSGALT00000016888	242-1236	ENSGALT00000016888:242-1236	-	0.689761	0.326385	1.05168	OK	0.451286529
CUFF.1470	-	-	CUFF.1470	-	-	ENSGALT00000039713	3079-3807	ENSGALT00000039713:3079-3807	-	0.696016	0.247578	1.13886	OK	0.455378957
CUFF.12063	-	-	CUFF.12063	-	-	ENSGALT00000020790	872-1600	ENSGALT00000020790:872-1600	-	0.696016	0.247578	1.13886	OK	0.455378957
CUFF.6399	-	-	CUFF.6399	-	-	ENSGALT00000000247	1073-1904	ENSGALT00000000247:1073-1904	-	0.696669	0.26027	1.12784	OK	0.455806192
CUFF.13953	-	-	CUFF.13953	-	-	ENSGALT00000037199	2588-3366	ENSGALT00000037199:2588-3366	-	0.698211	0.278	1.06567	OK	0.456815069
CUFF.4935	-	-	CUFF.4935	-	-	ENSGALT00000009363	0-723	ENSGALT00000009363:0-723	-	0.702801	0.24929	1.14674	OK	0.459818145
CUFF.13523	-	-	CUFF.13523	-	-	ENSGALT00000020394	521-1244	ENSGALT00000020394:521-1244	-	0.702801	0.24929	1.14674	OK	0.459818145
CUFF.11204	-	-	CUFF.11204	-	-	ENSGALT00000018582	1007-1779	ENSGALT00000018582:1007-1779	-	0.705667	0.280161	1.07395	OK	0.461693269
CUFF.6074	-	-	CUFF.6074	-	-	ENSGALT00000000658	160-1335	ENSGALT00000000658:160-1335	-	0.709807	0.368143	1.04307	OK	0.464401926
CUFF.1100	-	-	CUFF.1100	-	-	ENSGALT00000009877	1601-2368	ENSGALT00000009877:1601-2368	-	0.712002	0.281987	1.08095	OK	0.465838038
CUFF.6314	-	-	CUFF.6314	-	-	ENSGALT00000017651	9405-10220	ENSGALT00000017651:9405-10220	-	0.715096	0.265379	1.14998	OK	0.467862334
CUFF.1930	-	-	CUFF.1930	-	-	ENSGALT00000016562	2043-3055	ENSGALT00000016562:2043-3055	-	0.71923	0.356199	1.0686	OK	0.470567066
CUFF.1849	-	-	CUFF.1849	-	-	ENSGALT00000016210	2448-3805	ENSGALT00000016210:2448-3805	-	0.72289	0.39846	1.036	OK	0.472961676
CUFF.14030	-	-	CUFF.14030	-	-	ENSGALT00000023908	2383-3440	ENSGALT00000023908:2383-3440	-	0.723578	0.375138	1.05721	OK	0.473411811
